DOMAIN	CLUSTER
grandcrowneleisure.com	Campaign_B
grantsfree.org	Campaign_B
graylineny.com	Campaign_B
greatcanadianmale.com	Campaign_B
greatcoloradopayback.org	Campaign_B
greenhousecuisine.com	Campaign_B
greyhoundconnection.com	Campaign_B
greywolfdrilling.com	Campaign_B
grockster.com	Campaign_B
grossistechinois.org	Campaign_B
grupoinep.com	Campaign_B
gscnj.org	Campaign_B
gsen.org	Campaign_B
gspotstimulation.org	Campaign_B
gtcpoci.info	Campaign_B
guapulogardens.com	Campaign_B
gulfcoastconnections.com	Campaign_B
gun-deals.net	Campaign_B
guoemdlc.info	Campaign_B
gurudevamatrimoni.com	Campaign_B
gyaoh.info	Campaign_B
gynews.info	Campaign_B
h4ckerx.net	Campaign_B
hacerensaladas.info	Campaign_B
hackgames.info	Campaign_B
hacktime.org	Campaign_B
hacsktore.net	Campaign_B
haikunatura.com	Campaign_B
haksee.com	Campaign_B
happybigsize.com	Campaign_B
happytummytaxi.com	Campaign_B
hararie-japan-tokyo-tokyo.com	Campaign_B
harderstyles.info	Campaign_B
harmonaudio.com	Campaign_B
haromain.info	Campaign_B
harrahshotelandcasino.com	Campaign_B
harrisarchives.com	Campaign_B
hausmaus.info	Campaign_B
hayirsiz.info	Campaign_B
hayzhamanak.info	Campaign_B
hcworld.com	Campaign_B
hd-cccam.com	Campaign_B
hdfilmgecesi.org	Campaign_B
he88.info	Campaign_B
healthbeautyvn.info	Campaign_B
healthhobby.info	Campaign_B
hearingaidetv.com	Campaign_B
heartbreakers.info	Campaign_B
heisejinyao.com	Campaign_B
heissluftofen.info	Campaign_B
hellfest.info	Campaign_B
herofacory.com	Campaign_B
hessperss.com	Campaign_B
hetroerom.info	Campaign_B
hfsignals.org	Campaign_B
hidx.info	Campaign_B
hienmau.info	Campaign_B
hifocus.org	Campaign_B
hifrases.com	Campaign_B
highpotentionalssociety.com	Campaign_B
hightrands.com	Campaign_B
hikma-foods.com	Campaign_B
hilltopbrands.info	Campaign_B
hilluo.info	Campaign_B
himachalshadi.com	Campaign_B
hiverr.net	Campaign_B
hobbybrauer.info	Campaign_B
hoctot.info	Campaign_B
holidayexpress2.org	Campaign_B
holidayinnanaheimresort.com	Campaign_B
holidayinnaruba.com	Campaign_B
holihungama.com	Campaign_B
holta.info	Campaign_B
holyebooks.org	Campaign_B
homdep.com	Campaign_B
homelinkinternational.com	Campaign_B
honeycombceramics.com	Campaign_B
horneybuds.com	Campaign_B
horseracers.info	Campaign_B
hosllister.com	Campaign_B
hospitalitycreditunion.com	Campaign_B
hostingpremium.info	Campaign_B
hoteltajty.info	Campaign_B
hounslow.info	Campaign_B
how-to-copy-and-paste.com	Campaign_B
hqdiesel.com	Campaign_B
hst-rc.com	Campaign_B
huang-jianhua.com	Campaign_B
hugechevy.com	Campaign_B
huilesessentiellesbio.info	Campaign_B
hunterfilmes.com	Campaign_B
huskypark.info	Campaign_B
hustlervideos.com	Campaign_B
hutrolux.com	Campaign_B
hvgnb.info	Campaign_B
hydsex.com	Campaign_B
hyipforum.info	Campaign_B
hyuday.com	Campaign_B
iahoro.com	Campaign_B
iavnight.net	Campaign_B
icloid.com	Campaign_B
ico4.info	Campaign_B
icolist1.info	Campaign_B
idea-chinahotels.com	Campaign_B
idiotenapostroph.org	Campaign_B
idolpark.info	Campaign_B
ifthenpay.com	Campaign_B
ikyep.org	Campaign_B
ilmuwarisanryzalrajakelayang.info	Campaign_B
ilovecasinos.info	Campaign_B
ilovefilmesonline.info	Campaign_B
ilt20.com	Campaign_B
imafap.com	Campaign_B
imai.info	Campaign_B
imdians.com	Campaign_B
incestboard.com	Campaign_B
incontrolhobbies.net	Campaign_B
indexxx.org	Campaign_B
india13.info	Campaign_B
indiamateurs.net	Campaign_B
indianoverseasebank.com	Campaign_B
indoctrinationthemovie.com	Campaign_B
infinityword.com	Campaign_B
info-tech-pc.com	Campaign_B
innographx.com	Campaign_B
insolvencyjournal.info	Campaign_B
insurance-company.info	Campaign_B
insysinfocomm.com	Campaign_B
interactiveebooks.info	Campaign_B
intercambiosvituales.org	Campaign_B
interestingtipsasia.info	Campaign_B
interestingtipseu.info	Campaign_B
intergratedparkingservices.com	Campaign_B
interlin.info	Campaign_B
interlius.com	Campaign_B
internetmarketingideas.info	Campaign_B
interwork.info	Campaign_B
investinf.com	Campaign_B
iochko.info	Campaign_B
ionaseaview.info	Campaign_B
iou2.info	Campaign_B
iowaaaeaonline.org	Campaign_B
iowacourtonline.org	Campaign_B
ip2ulocation.com	Campaign_B
ipboard.info	Campaign_B
iphonedata.info	Campaign_B
iphonemei.info	Campaign_B
ipishkhan.info	Campaign_B
iplinkwifi.net	Campaign_B
iptvserver.info	Campaign_B
iptvturk.info	Campaign_B
iranfilms.info	Campaign_B
irews.info	Campaign_B
irrationallayouts.com	Campaign_B
islamindonesia.info	Campaign_B
islam-news.info	Campaign_B
isle-of-bute.org	Campaign_B
issai.info	Campaign_B
i-subs.com	Campaign_B
iswhde.info	Campaign_B
itadp.com	Campaign_B
italianinternetday.info	Campaign_B
italianopentorrent.info	Campaign_B
itheap.info	Campaign_B
iticollege.info	Campaign_B
it-notes.info	Campaign_B
it-stuff.info	Campaign_B
iyadixwap.com	Campaign_B
izmirboyaci.org	Campaign_B
jabones20.info	Campaign_B
jade-escort-girl-paris.com	Campaign_B
jadwal-sholat.info	Campaign_B
janaojanatathya.info	Campaign_B
javafull.com	Campaign_B
javpron.com	Campaign_B
jbcycles.com	Campaign_B
jcpenniportaits.com	Campaign_B
jecpeny.com	Campaign_B
jeparafurniture.info	Campaign_B
jesslynkcakes.com	Campaign_B
jetelechager.com	Campaign_B
jetztodernie.info	Campaign_B
jeuxdeboxe.info	Campaign_B
jiani.info	Campaign_B
jieazz.com	Campaign_B
jinan.info	Campaign_B
jingcai7.info	Campaign_B
jisujiasu.com	Campaign_B
jjrtys.info	Campaign_B
jktfas01.com	Campaign_B
jnu.info	Campaign_B
jogosdearrumarcasas.net	Campaign_B
johnneygolden.com	Campaign_B
jordanembassyuk.org	Campaign_B
juamv.com	Campaign_B
jugd.info	Campaign_B
juicyhentia.net	Campaign_B
jupiter-directory.info	Campaign_B
juraganberdesa.info	Campaign_B
justcuddleme.com	Campaign_B
juteli.info	Campaign_B
jwmarriottorlando.com	Campaign_B
kai.co.il	Campaign_B
kalmiyara.info	Campaign_B
kangroocareers.com	Campaign_B
kantepek.info	Campaign_B
kapakresimleri.org	Campaign_B
karakeparty.com	Campaign_B
karnevalwierts.com	Campaign_B
kasperspy.com	Campaign_B
kawaiikawaii.com	Campaign_B
kayakiyek.com	Campaign_B
kaymak.info	Campaign_B
kbbi.info	Campaign_B
kdrenterprises.com	Campaign_B
kemeralti.info	Campaign_B
kenyarhino.com	Campaign_B
kependudukanjambi.org	Campaign_B
keralartconline.com	Campaign_B
keralawaterauthority.com	Campaign_B
kervan.info	Campaign_B
kesiniaja.info	Campaign_B
khaoraywan.info	Campaign_B
khetkrong.info	Campaign_B
kidala.info	Campaign_B
kids-world.org.il	Campaign_B
kienthucsong.info	Campaign_B
kikou.info	Campaign_B
kimler.info	Campaign_B
kingstarz.com	Campaign_B
kinopoisk.org	Campaign_B
kippkits.info	Campaign_B
kirmizcam.com	Campaign_B
kiskaracsony.info	Campaign_B
kittenplay.info	Campaign_B
kkeandra.com	Campaign_B
kkkuuu66.info	Campaign_B
kliwon.info	Campaign_B
klurg.com	Campaign_B
knittingfun.info	Campaign_B
kobeixemxdrusaonlinesale.info	Campaign_B
kogakuin.info	Campaign_B
kolhscarrers.com	Campaign_B
komodin.org	Campaign_B
komonplus.com	Campaign_B
kompoas.com	Campaign_B
konp.info	Campaign_B
koupijin.info	Campaign_B
kozachki.info	Campaign_B
kreamlicious.com	Campaign_B
krfcompany.com	Campaign_B
krisli-bg.com	Campaign_B
kushweed.org	Campaign_B
kyazooga.com	Campaign_B
kyrieirving2.info	Campaign_B
l3g.info	Campaign_B
laboutiquedelpowerpoit.com	Campaign_B
lacar.org	Campaign_B
lacie-2big-nas.com	Campaign_B
ladcba.org	Campaign_B
ladedaten.info	Campaign_B
ladieslatina.com	Campaign_B
ladygag.com	Campaign_B
ladyzhyn.info	Campaign_B
lafebesi.org	Campaign_B
laflatfurniture.com	Campaign_B
lajmeshqip.info	Campaign_B
lakesappliance.com	Campaign_B
lamaisonparadis.com	Campaign_B
lamedia.info	Campaign_B
lamiamoto.info	Campaign_B
laptopsinhvien.info	Campaign_B
lareina2.info	Campaign_B
laskaboyforum.com	Campaign_B
latestcasinobouneses.com	Campaign_B
latexmatresscompany.com	Campaign_B
laughfest.org	Campaign_B
laulb.com	Campaign_B
lavitaebella-tulum.com	Campaign_B
layarkacasemi.info	Campaign_B
lazerlending.com	Campaign_B
lcoste.com	Campaign_B
lcov.info	Campaign_B
ldoltapes.com	Campaign_B
lecoindesmangas.info	Campaign_B
lefen.co.il	Campaign_B
leggoit.com	Campaign_B
legostarwarsthecompletesaga.com	Campaign_B
leial.com	Campaign_B
leiji7.info	Campaign_B
lemvig.info	Campaign_B
leonelavip.com	Campaign_B
lesbianay.com	Campaign_B
lexapis.com	Campaign_B
lfisherbacolod.com	Campaign_B
lgrp.info	Campaign_B
lhmdaakl.info	Campaign_B
libertypuzzle.com	Campaign_B
libertytaxservice.net	Campaign_B
libreofice.org	Campaign_B
libritsa.info	Campaign_B
lida.co.il	Campaign_B
lifeincity.info	Campaign_B
life-philosophy.info	Campaign_B
lifestyledreams.info	Campaign_B
ligg.org	Campaign_B
light4you.info	Campaign_B
ligionier.org	Campaign_B
likecaser.info	Campaign_B
lilpawsrescue.org	Campaign_B
limewiear.com	Campaign_B
linezero.org	Campaign_B
linkbca.com	Campaign_B
linksurvivors.info	Campaign_B
linmkedin.com	Campaign_B
linuxtutorial.info	Campaign_B
lisandru.info	Campaign_B
lisasophia.com	Campaign_B
litchfield.info	Campaign_B
live-cam6.info	Campaign_B
livedooor.info	Campaign_B
live-mocha.com	Campaign_B
livepage.info	Campaign_B
liveryfinder.info	Campaign_B
localphotoads.com	Campaign_B
location-location.co.il	Campaign_B
locations-vacances-royan-revocean.com	Campaign_B
lockedandload.com	Campaign_B
locojsq.info	Campaign_B
logocrust.info	Campaign_B
logoquizanswers.info	Campaign_B
logottv.com	Campaign_B
loiconic.info	Campaign_B
lolgarena.com	Campaign_B
loligakusei.com	Campaign_B
lookingpost.info	Campaign_B
lopopbikini.info	Campaign_B
louisianamesotheliomalawyer.info	Campaign_B
louisvuittonhandbags-onsale.info	Campaign_B
loveislife.info	Campaign_B
lslawyers.co.il	Campaign_B
lspeedtest.net	Campaign_B
lsr7sd.org	Campaign_B
lukisan.info	Campaign_B
luluge.info	Campaign_B
lunaterramartis.info	Campaign_B
luoli.info	Campaign_B
lurentangousa.com	Campaign_B
luvita.info	Campaign_B
mabosch.info	Campaign_B
maccosmeticspro.com	Campaign_B
macmillinmh.com	Campaign_B
madhyavitaran.org	Campaign_B
magiptv.info	Campaign_B
magnoliafarms.org	Campaign_B
mailsoufun.com	Campaign_B
makzan.info	Campaign_B
mamatian.com	Campaign_B
manbank2u.com	Campaign_B
manga2h.com	Campaign_B
manga-channel.info	Campaign_B
mangareading.info	Campaign_B
manjisstudio.com	Campaign_B
manl.info	Campaign_B
mannybooks.net	Campaign_B
maoselectric.com	Campaign_B
mapquestc.com	Campaign_B
maradonagoals.info	Campaign_B
mariee-discount.com	Campaign_B
marketingnote.info	Campaign_B
marshallsshoes.org	Campaign_B
maruthuvam.com	Campaign_B
masticricket.com	Campaign_B
matchmovies.com	Campaign_B
matgoldhack.com	Campaign_B
maths4life.org	Campaign_B
mathsproblemsolving.com	Campaign_B
matomeba.info	Campaign_B
mauery.info	Campaign_B
maxikuhinja.info	Campaign_B
mccgraw-hill.com	Campaign_B
mcleozinhodorecife.com	Campaign_B
mc-my-trk.info	Campaign_B
mcpdomain.com	Campaign_B
mcvote.org	Campaign_B
meal.co.il	Campaign_B
meatapin.com	Campaign_B
mecmotorcar.com	Campaign_B
meddybear.info	Campaign_B
mediapendidikan.info	Campaign_B
medicalfacts.info	Campaign_B
medicalquestionsanswers.org	Campaign_B
meetukwhore.info	Campaign_B
meetupu.info	Campaign_B
megablab.com	Campaign_B
megamodell.com	Campaign_B
mehabus.com	Campaign_B
mellex.co.il	Campaign_B
memphistider.com	Campaign_B
menchats.net	Campaign_B
menders.info	Campaign_B
mennavi.net	Campaign_B
mennecy.info	Campaign_B
mercatecologic.com	Campaign_B
merchantpm.com	Campaign_B
merckgenericsitalia.com	Campaign_B
metaboltonic.com	Campaign_B
metalesmongil.com	Campaign_B
metaphysical-tools.com	Campaign_B
met-benefits.com	Campaign_B
metesao.com	Campaign_B
metropcsco.com	Campaign_B
mfsa.info	Campaign_B
miameyeress.info	Campaign_B
micorsoftonline.com	Campaign_B
microoftonline.com	Campaign_B
microscreen.org	Campaign_B
microsfotonline.com	Campaign_B
microsiftonline.com	Campaign_B
microsoftinline.com	Campaign_B
microsoftlonline.com	Campaign_B
microsoftomline.com	Campaign_B
microsoftonilne.com	Campaign_B
microsoftonliine.com	Campaign_B
microsoftonlime.com	Campaign_B
microsoftonlinne.com	Campaign_B
microsoftonlinr.com	Campaign_B
microsoftonlne.com	Campaign_B
microsofttonline.com	Campaign_B
microssoftonline.com	Campaign_B
midds.org	Campaign_B
mihandwonlod.com	Campaign_B
mikeschanksworld.com	Campaign_B
mikolajkopernik.info	Campaign_B
mincilip.com	Campaign_B
mineskihotkey.com	Campaign_B
minota.org	Campaign_B
miraclarblog.info	Campaign_B
miraclebelly.com	Campaign_B
missbonline.net	Campaign_B
missunverse.com	Campaign_B
mister-meubles.com	Campaign_B
miteiku.info	Campaign_B
mkgaga.info	Campaign_B
mmflashsongsmultiply.com	Campaign_B
mmmusa.org	Campaign_B
mmo24.info	Campaign_B
mobarnacsoki.com	Campaign_B
mobiledvrhost.com	Campaign_B
mobiljamuna.com	Campaign_B
mobils24.com	Campaign_B
mofuneko.info	Campaign_B
momografias.com	Campaign_B
moncherie.info	Campaign_B
monetnetwork.com	Campaign_B
moneytas.info	Campaign_B
monocopicturesusa.com	Campaign_B
montclairsports.net	Campaign_B
monusco.com	Campaign_B
monusco.org	Campaign_B
moonlitecoin.info	Campaign_B
moquta.net	Campaign_B
mosrenta.info	Campaign_B
motordealer.info	Campaign_B
mountainviewcc.info	Campaign_B
movieup.net	Campaign_B
mp3musicfree.info	Campaign_B
mppdocs.org	Campaign_B
mrgossiper.info	Campaign_B
mt04.info	Campaign_B
mtway.com	Campaign_B
muchostemplatesindesign.com	Campaign_B
mudacell.com	Campaign_B
mundodafantasiafoz.com	Campaign_B
mur-porteur.info	Campaign_B
musicdumpere.com	Campaign_B
muslimexweb.com	Campaign_B
mutalatime.info	Campaign_B
muycreativo.info	Campaign_B
muzicari.org	Campaign_B
myairnigerian.com	Campaign_B
myanmarairinternationals.com	Campaign_B
mybixperks.com	Campaign_B
mycricketvedio.com	Campaign_B
myerizon.com	Campaign_B
mygeoweb.info	Campaign_B
mygymonline.info	Campaign_B
mymp3teca.info	Campaign_B
mypornoonlain.info	Campaign_B
mysticallady.com	Campaign_B
mysticalladyselegantgifts.com	Campaign_B
mysupermaket.com	Campaign_B
mytours.info	Campaign_B
mytvntinto.com	Campaign_B
myverizin.com	Campaign_B
myvirecard.com	Campaign_B
naizuud.info	Campaign_B
najnovije-vijesti.info	Campaign_B
najwa.info	Campaign_B
nakenpart.com	Campaign_B
namcobandaipartners.co.il	Campaign_B
namfancam.info	Campaign_B
narms.org	Campaign_B
naukrihr.info	Campaign_B
nayagramprmgovtcollege.org	Campaign_B
neramiriop.info	Campaign_B
netglog.com	Campaign_B
netmats.net	Campaign_B
netzreo.com	Campaign_B
newbd.info	Campaign_B
new-build.info	Campaign_B
newsbengali.info	Campaign_B
newsplustogo.info	Campaign_B
n-fatima.org	Campaign_B
nhatronghem.info	Campaign_B
nickspets.com	Campaign_B
niesleevlers.info	Campaign_B
night-cats.com	Campaign_B
nightclubbing.info	Campaign_B
niitin.com	Campaign_B
nisko-projectsusa.com	Campaign_B
nissan-imperiotlahuac.com	Campaign_B
nogibjj.co.il	Campaign_B
noivasurbano.com	Campaign_B
nongfu55.com	Campaign_B
nonude-stars.info	Campaign_B
noraredenoma.info	Campaign_B
norcalfiretraining.org	Campaign_B
northshoregraphix.com	Campaign_B
notaripubliciarad.info	Campaign_B
notting-hill-photography-club.com	Campaign_B
novynha.com	Campaign_B
nubestproducts.com	Campaign_B
nubsnobwebcam.com	Campaign_B
nudesfree.info	Campaign_B
nuevobancodesantafe.com	Campaign_B
nuki-point.info	Campaign_B
nvdet.org	Campaign_B
nxnn.info	Campaign_B
nxsecure.org	Campaign_B
nxtoolbox.com	Campaign_B
ny511.org	Campaign_B
nyabinghibooks.info	Campaign_B
nyanko.info	Campaign_B
nybro.info	Campaign_B
nycc.info	Campaign_B
nycskate.info	Campaign_B
nydongyang.org	Campaign_B
nyhat.com	Campaign_B
nylonporntube.org	Campaign_B
nylotery.org	Campaign_B
nynas.co.il	Campaign_B
nypg.org	Campaign_B
nypts.org	Campaign_B
nyschoolsurvey.org	Campaign_B
nyslotto.org	Campaign_B
nyui.info	Campaign_B
nzpersonals.info	Campaign_B
oahow.org	Campaign_B
oakleystore.org	Campaign_B
oakparkschool.org	Campaign_B
oasissanctuary.org	Campaign_B
obamacare-information.org	Campaign_B
obatnya.info	Campaign_B
obemep.org	Campaign_B
oceach.org	Campaign_B
ocean-explorer.net	Campaign_B
ocsuperiorcourt.org	Campaign_B
ocuriso.com	Campaign_B
odeprev.org	Campaign_B
odevyaz.org	Campaign_B
odppgp.info	Campaign_B
oempdfmanuals.info	Campaign_B
ofcpage.info	Campaign_B
offertedilavoro.info	Campaign_B
officedepotsservices.com	Campaign_B
officialdonnasimpson.com	Campaign_B
offprice.info	Campaign_B
offschool.org	Campaign_B
oficegamespot.com	Campaign_B
ogcweb.org	Campaign_B
ogen-laseren.info	Campaign_B
oglasiposao.info	Campaign_B
oglasnikinfo.info	Campaign_B
ogmedicalflint.info	Campaign_B
oharahs.org	Campaign_B
oiwa4ji-vocepawrpghaspidpish.org	Campaign_B
ojogoss.com	Campaign_B
ojoliecards.com	Campaign_B
okelagu.info	Campaign_B
okke-france.com	Campaign_B
oklahomasoonercare.org	Campaign_B
olas.info	Campaign_B
olbgsport.com	Campaign_B
oldnationalback.com	Campaign_B
oldnavyl.com	Campaign_B
oleggio2.org	Campaign_B
olioli.info	Campaign_B
olivecookies.com	Campaign_B
olllo.org	Campaign_B
olmpic.org	Campaign_B
olympicartgallery.com	Campaign_B
olypic.org	Campaign_B
omda-fansub.com	Campaign_B
omegachart.org	Campaign_B
omeleneuniversity.com	Campaign_B
omgpop.org	Campaign_B
onahepatitis.org	Campaign_B
onamateurs.com	Campaign_B
onecamden.net	Campaign_B
onedayflyers.com	Campaign_B
one-step-beyond.info	Campaign_B
onetandberg.com	Campaign_B
onet-center.org	Campaign_B
onetravell.com	Campaign_B
onetwothreepeople.com	Campaign_B
onewaylinkbuildingservice.info	Campaign_B
onewinplaygo.info	Campaign_B
onfirefly.com	Campaign_B
onlineactivemath.com	Campaign_B
onlineamericangroup.com	Campaign_B
onlineccci.com	Campaign_B
online-hdkino.info	Campaign_B
online-iptv.org	Campaign_B
onlinemovieshub.info	Campaign_B
onlinepionist.com	Campaign_B
onlineshoese.com	Campaign_B
onlineup.info	Campaign_B
onlin-search.com	Campaign_B
only-soft.info	Campaign_B
onnatural.net	Campaign_B
onnuchfitnessclub.com	Campaign_B
onsex.info	Campaign_B
onthatpoint.info	Campaign_B
ooo-o.info	Campaign_B
openae.org	Campaign_B
openambit.org	Campaign_B
openappmky.com	Campaign_B
opencamera.org	Campaign_B
openfansite.com	Campaign_B
openlive.org	Campaign_B
openmtb.org	Campaign_B
openqrp.org	Campaign_B
opensubtites.org	Campaign_B
opensubtittles.org	Campaign_B
operaming.com	Campaign_B
operationcavalierrescue.org	Campaign_B
operationhopememphis.org	Campaign_B
opiratinha.com	Campaign_B
opsugg.info	Campaign_B
optimumhealthallies.com	Campaign_B
optofine.net	Campaign_B
optumbankfinancial.com	Campaign_B
oraesatta.org	Campaign_B
orangeglowood.com	Campaign_B
or-bi.net	Campaign_B
orbitforbusiness.com	Campaign_B
ordergenericviagra.com	Campaign_B
ordinariateparish.org	Campaign_B
oreiily.com	Campaign_B
orenoharley.com	Campaign_B
organicfoodforless.info	Campaign_B
organizando.org	Campaign_B
orgoogle.com	Campaign_B
orgyzilla.org	Campaign_B
originalgiftcompany.com	Campaign_B
originalredrooster.com	Campaign_B
originty.com	Campaign_B
orisin8iye.info	Campaign_B
orlandohyundia.com	Campaign_B
orlivedot.com	Campaign_B
oromid.info	Campaign_B
orsm.org	Campaign_B
ortijnr.info	Campaign_B
osecac.org	Campaign_B
oseola.org	Campaign_B
oshtrain.org	Campaign_B
osngrad.info	Campaign_B
osopen.org	Campaign_B
otherworldonline.org	Campaign_B
oumigu.info	Campaign_B
